Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 1810,Sci-Fi,2004,2.2,665899,South America,18-24,Basic,174.6,0.6
Show 1811,Drama,2009,7.2,811409,Africa,45-54,Premium,91.7,0.95
Show 1812,Romance,2007,8.2,210214,South America,25-34,Basic,82.1,0.68
Show 1813,Sci-Fi,2006,2.5,114920,South America,25-34,Premium,96.7,0.4
Show 1814,Thriller,2006,1.9,395300,South America,45-54,Standard,31.8,0.11
Show 1815,Action,2005,2.3,366732,Europe,18-24,Premium,50,0.98
Show 1816,Action,2020,8.9,335828,Africa,45-54,Standard,157.5,0.54
Show 1817,Documentary,2019,5.8,235144,North America,25-34,Basic,176.7,0.94
Show 1818,Comedy,2002,5.2,915294,North America,18-24,Basic,53.7,0.59
Show 1819,Thriller,2018,2,272751,Europe,55-64,Standard,110.3,0.64
Show 1820,Documentary,2021,6.8,221194,Europe,35-44,Basic,175,0.74
Show 1821,Thriller,2014,8.8,361930,Australia,45-54,Premium,53.5,0.39
Show 1822,Comedy,2003,8.5,393550,South America,65+,Standard,57.9,0.73
Show 1823,Sci-Fi,2011,6.6,188011,Africa,25-34,Basic,169,0.57
Show 1824,Sci-Fi,2005,1.7,678954,Africa,18-24,Premium,135.9,0.71
Show 1825,Action,2018,2,456598,Asia,18-24,Premium,52.8,0.85
Show 1826,Sci-Fi,2003,1.4,12399,Asia,55-64,Basic,89,0.27
Show 1827,Sci-Fi,2014,3.3,519242,North America,45-54,Basic,38.4,0.65
Show 1828,Drama,2008,2.2,656100,Asia,65+,Premium,94.9,0.15
Show 1829,Action,2004,3.3,947621,Asia,18-24,Standard,146.7,0.19
Show 1830,Documentary,2012,4.5,103662,North America,55-64,Basic,113.1,0.71
Show 1831,Romance,2022,9.5,300761,Australia,25-34,Basic,127.1,0.16
Show 1832,Drama,2017,6.5,667858,North America,55-64,Standard,79,0.64
Show 1833,Documentary,2004,8.5,894258,Asia,45-54,Standard,54.2,0.3
Show 1834,Comedy,2015,7.4,777592,Africa,55-64,Basic,32,0.37
Show 1835,Drama,2018,2,921283,Asia,18-24,Standard,153.2,0.22
Show 1836,Documentary,2013,7.6,378221,South America,18-24,Premium,125.5,0.32
Show 1837,Comedy,2015,3.5,842056,South America,35-44,Premium,64.4,0.84
Show 1838,Action,2014,6.8,801060,South America,55-64,Premium,92.8,0.67
Show 1839,Romance,2021,4.1,398545,Australia,25-34,Basic,150.2,0.95
Show 1840,Comedy,2003,10,305763,Europe,65+,Standard,110.8,0.14
Show 1841,Sci-Fi,2006,3.4,12032,South America,65+,Premium,75,0.81
Show 1842,Thriller,2015,3.5,708454,Africa,45-54,Standard,70.1,0.73
Show 1843,Comedy,2023,9.4,305178,Australia,35-44,Premium,62.6,0.33
Show 1844,Comedy,2021,1.2,631946,Europe,55-64,Standard,153.6,0.76
Show 1845,Romance,2020,7.3,912555,Europe,25-34,Premium,117.3,0.74
Show 1846,Thriller,2021,7.5,520882,South America,35-44,Premium,136.4,0.51
Show 1847,Sci-Fi,2020,8.5,877590,Asia,18-24,Premium,159,0.72
Show 1848,Documentary,2007,9.8,584552,North America,45-54,Premium,178,0.5
Show 1849,Documentary,2016,9.8,623408,Asia,55-64,Premium,67.4,0.4
Show 1850,Comedy,2015,1.6,52850,Asia,65+,Premium,57.1,0.52
Show 1851,Thriller,2022,8.4,534010,Europe,25-34,Premium,99.3,0.91
Show 1852,Thriller,2009,6.8,284916,Europe,18-24,Premium,35.3,0.45
Show 1853,Sci-Fi,2009,6.8,353249,Australia,35-44,Premium,148.8,0.46
Show 1854,Romance,2001,2.2,439895,Australia,45-54,Standard,162.6,0.65
Show 1855,Action,2008,6.9,991275,Europe,35-44,Standard,132.9,0.78
Show 1856,Documentary,2016,9.8,9576,Africa,65+,Basic,70.2,0.76
Show 1857,Romance,2010,9.2,687067,Africa,35-44,Premium,48.5,0.12
Show 1858,Drama,2009,5,366548,North America,25-34,Standard,87.3,0.72
Show 1859,Documentary,2021,1.4,439848,Europe,18-24,Standard,155,0.51
Show 1860,Romance,2016,4.3,570764,South America,55-64,Standard,82.2,0.57
Show 1861,Documentary,2003,8.4,253292,Australia,25-34,Standard,35.1,0.61
Show 1862,Action,2015,7.3,428501,Europe,65+,Standard,71.1,0.76
Show 1863,Drama,2019,5.1,815586,Africa,45-54,Standard,178.5,0.85
Show 1864,Action,2014,1.5,418270,Europe,65+,Basic,131.5,0.68
Show 1865,Sci-Fi,2020,4.8,284309,Africa,65+,Standard,165.1,0.61
Show 1866,Drama,2004,5.2,19439,Europe,35-44,Basic,146.2,0.44
Show 1867,Comedy,2005,9.4,385355,South America,45-54,Basic,111,0.22
Show 1868,Romance,2016,6.8,573806,North America,25-34,Premium,52.3,0.96
Show 1869,Drama,2000,3.8,224123,South America,65+,Premium,82.3,0.52
Show 1870,Sci-Fi,2018,5.7,556250,Africa,25-34,Premium,117.6,0.61
Show 1871,Sci-Fi,2003,1.6,976438,Australia,55-64,Standard,160.6,0.78
Show 1872,Action,2016,9.8,768445,Australia,35-44,Premium,70.3,0.16
Show 1873,Documentary,2008,4.2,304907,Asia,25-34,Standard,48.2,0.87
Show 1874,Drama,2023,5.3,121189,South America,45-54,Standard,113.8,0.82
Show 1875,Romance,2001,4.2,115290,Europe,65+,Premium,56.5,0.8
Show 1876,Drama,2007,7.1,986598,North America,55-64,Premium,121.6,0.12
Show 1877,Thriller,2014,7,902246,Europe,45-54,Basic,69.5,0.57
Show 1878,Documentary,2006,7.4,810896,Europe,35-44,Basic,64.6,0.15
Show 1879,Romance,2005,3.4,964540,South America,55-64,Standard,89.9,0.6
Show 1880,Romance,2000,3.8,128980,North America,55-64,Standard,119,0.75
Show 1881,Comedy,2014,2.1,232021,Asia,55-64,Premium,111.8,0.21
Show 1882,Action,2022,6.9,693630,Europe,65+,Premium,66.7,0.73
Show 1883,Comedy,2006,1.4,47299,North America,18-24,Basic,163.7,0.5
Show 1884,Romance,2016,6.4,746165,Asia,55-64,Premium,46.5,0.83
Show 1885,Documentary,2001,8.8,36541,Europe,45-54,Standard,35.9,0.58
Show 1886,Drama,2008,9,340689,North America,45-54,Premium,120.4,0.4
Show 1887,Drama,2008,5,480759,South America,35-44,Basic,48.5,0.4
Show 1888,Documentary,2012,5.1,752358,Australia,25-34,Standard,105.7,0.91
Show 1889,Romance,2005,1.7,134188,Australia,25-34,Basic,172.8,0.51
Show 1890,Sci-Fi,2005,7,213150,Europe,18-24,Basic,134.8,0.47
Show 1891,Drama,2019,8.4,481186,Europe,65+,Standard,122.6,0.14
Show 1892,Sci-Fi,2019,3.2,821197,North America,65+,Basic,116.2,0.43
Show 1893,Drama,2020,4.8,815201,Australia,55-64,Premium,56.9,0.86
Show 1894,Drama,2002,8.5,224073,Europe,18-24,Premium,94.9,0.78
Show 1895,Action,2016,8.9,485620,Asia,35-44,Basic,81.4,0.3
Show 1896,Action,2016,3.2,549444,Europe,35-44,Premium,173,0.47
Show 1897,Thriller,2011,6,746196,Australia,25-34,Basic,66.3,0.28
Show 1898,Comedy,2015,2.7,448697,Africa,35-44,Premium,100.7,0.96
Show 1899,Documentary,2014,1.9,673795,Australia,55-64,Basic,170.7,0.64
Show 1900,Documentary,2012,9.2,730010,Asia,45-54,Premium,148.4,0.78
Show 1901,Documentary,2022,8.4,706696,North America,35-44,Standard,174.7,0.74
Show 1902,Thriller,2000,7.8,958639,Asia,18-24,Standard,121.2,0.89
Show 1903,Action,2016,1.4,78631,Africa,55-64,Premium,80.1,0.95
Show 1904,Romance,2002,8.6,829341,Africa,35-44,Basic,154,0.13
Show 1905,Sci-Fi,2014,4.9,598775,Europe,65+,Premium,73.7,0.98
Show 1906,Sci-Fi,2003,4.1,943972,Europe,35-44,Basic,54.7,0.88
Show 1907,Romance,2003,5.9,490825,Australia,65+,Premium,135.9,0.44
Show 1908,Thriller,2017,1.8,314799,South America,55-64,Premium,125.8,0.85
Show 1909,Romance,2016,7.8,432557,Asia,35-44,Standard,161.8,0.76
Show 1910,Documentary,2018,6.2,772023,Australia,65+,Basic,174.3,0.81
Show 1911,Comedy,2010,2.7,724542,South America,45-54,Basic,158.6,0.3
Show 1912,Drama,2019,2.7,56786,Australia,25-34,Basic,39,0.68
Show 1913,Sci-Fi,2002,2.7,73304,Africa,55-64,Basic,129.7,0.12
Show 1914,Action,2007,1.5,370750,Europe,65+,Basic,147.7,0.86
Show 1915,Action,2013,6.3,182586,Europe,18-24,Standard,177.3,0.96
Show 1916,Thriller,2000,8.6,650226,Australia,35-44,Premium,86.2,0.7
Show 1917,Action,2013,1.2,432195,Europe,65+,Basic,55.5,0.56
Show 1918,Documentary,2001,1.4,489103,North America,65+,Basic,157.9,0.75
Show 1919,Sci-Fi,2022,6.2,872413,Australia,65+,Premium,77.6,0.39
Show 1920,Romance,2003,8.4,60107,Africa,25-34,Standard,119.7,0.66
Show 1921,Documentary,2023,3.9,527058,Australia,18-24,Standard,88.5,0.75
Show 1922,Thriller,2018,4.1,250191,Australia,18-24,Standard,90.3,0.23
Show 1923,Documentary,2005,6.4,661520,Europe,45-54,Premium,139.9,0.23
Show 1924,Romance,2000,3.5,355041,Africa,25-34,Premium,84.2,0.74
Show 1925,Comedy,2016,1.2,77577,Australia,65+,Standard,134,0.49
Show 1926,Thriller,2007,7.6,744663,Europe,55-64,Standard,32.1,0.9
Show 1927,Comedy,2018,6.6,409062,Asia,25-34,Premium,78.7,0.38
Show 1928,Drama,2020,6.2,265933,Africa,25-34,Standard,77.9,0.14
Show 1929,Comedy,2000,7.7,633468,South America,18-24,Basic,142.3,0.68
Show 1930,Drama,2004,7.1,287068,North America,45-54,Premium,77.2,0.72
Show 1931,Drama,2015,2.9,378337,South America,45-54,Standard,125,0.6
Show 1932,Comedy,2005,4.2,674242,Africa,25-34,Basic,133.3,0.71
Show 1933,Thriller,2007,2.1,740634,Australia,25-34,Premium,128.8,0.57
Show 1934,Romance,2012,2.2,6095,Europe,35-44,Premium,120.5,0.72
Show 1935,Documentary,2015,7.1,371349,Africa,65+,Basic,92,0.14
Show 1936,Documentary,2002,8.7,701343,North America,18-24,Premium,86,0.43
Show 1937,Romance,2018,9.7,543411,Africa,65+,Standard,114.7,0.29
Show 1938,Sci-Fi,2011,6.7,491884,Europe,55-64,Premium,39.6,0.19
Show 1939,Sci-Fi,2015,2.7,726975,South America,55-64,Standard,161.4,0.31
Show 1940,Drama,2010,2,493409,Asia,45-54,Basic,153.8,0.27
Show 1941,Drama,2009,8.3,836710,South America,18-24,Basic,82,0.98
Show 1942,Thriller,2019,6.2,889343,Europe,65+,Premium,115,0.36
Show 1943,Action,2003,6.6,56999,Europe,45-54,Basic,169.8,0.31
Show 1944,Comedy,2011,8,822585,North America,55-64,Basic,70.7,0.85
Show 1945,Drama,2022,7.3,285488,Africa,25-34,Premium,141.4,0.48
Show 1946,Documentary,2001,8.5,760137,Africa,18-24,Standard,42.4,0.48
Show 1947,Thriller,2023,1.5,566944,South America,18-24,Premium,108.5,0.5
Show 1948,Comedy,2021,7.7,206587,Asia,65+,Premium,162.6,0.47
Show 1949,Thriller,2018,8.7,789875,Asia,35-44,Standard,112.8,0.39
Show 1950,Comedy,2004,3.6,268356,North America,65+,Standard,122.4,0.36
Show 1951,Comedy,2007,6.8,649673,Europe,25-34,Standard,166.1,0.89
Show 1952,Romance,2006,3.8,145073,North America,25-34,Premium,137.3,0.25
Show 1953,Drama,2013,9.6,83784,Africa,45-54,Standard,134.4,0.26
Show 1954,Thriller,2023,1.3,890155,Australia,18-24,Basic,118,0.61
Show 1955,Thriller,2022,6.2,348288,Australia,45-54,Standard,124.9,0.41
Show 1956,Romance,2002,2.5,958931,Australia,25-34,Basic,150.6,0.48
Show 1957,Documentary,2017,7.4,560656,Europe,35-44,Standard,176.9,0.83
Show 1958,Documentary,2015,2.6,731179,North America,18-24,Basic,149.3,0.91
Show 1959,Sci-Fi,2022,3.1,66160,South America,25-34,Basic,136.1,0.81
Show 1960,Drama,2018,5.4,686214,Africa,35-44,Basic,50.3,0.31
Show 1961,Drama,2018,9.2,277859,Australia,65+,Basic,152.6,0.98
Show 1962,Action,2017,2.9,479917,Asia,55-64,Basic,140.4,0.43
Show 1963,Romance,2019,2.3,588072,North America,25-34,Standard,145.6,0.25
Show 1964,Documentary,2015,7.8,396337,Africa,55-64,Premium,64.7,0.55
Show 1965,Comedy,2007,5.5,366788,Africa,45-54,Premium,165.5,0.75
Show 1966,Thriller,2000,9.2,31797,Asia,55-64,Premium,44.6,0.17
Show 1967,Drama,2016,2.3,314717,Asia,25-34,Premium,68,0.67
Show 1968,Thriller,2011,6.8,867552,Asia,55-64,Premium,129.5,0.87
Show 1969,Thriller,2020,3.1,544068,Australia,18-24,Basic,131.1,0.34
Show 1970,Action,2010,2.4,567193,Australia,25-34,Standard,77,0.72
Show 1971,Documentary,2004,7.2,944077,North America,35-44,Basic,135.2,0.46
Show 1972,Drama,2011,6.3,645337,Asia,55-64,Standard,88.2,0.47
Show 1973,Thriller,2016,7.8,658939,South America,18-24,Standard,30,0.35
Show 1974,Drama,2005,3.8,562647,Africa,45-54,Standard,54.4,0.66
Show 1975,Comedy,2000,5,333206,Asia,45-54,Standard,162.4,0.42
Show 1976,Action,2004,4.6,602679,Africa,55-64,Premium,63.4,0.85
Show 1977,Comedy,2013,9.9,310607,Europe,45-54,Standard,46.9,0.97
Show 1978,Drama,2004,3.6,104596,Europe,35-44,Standard,132.3,0.94
Show 1979,Sci-Fi,2021,3.7,776702,Asia,25-34,Premium,96.1,0.25
Show 1980,Drama,2023,4.2,886450,Africa,18-24,Basic,149.5,0.11
Show 1981,Documentary,2000,6.1,808003,Europe,65+,Basic,159.2,0.49
Show 1982,Thriller,2017,3.3,679502,Asia,55-64,Basic,156.9,0.76
Show 1983,Thriller,2015,9.2,816536,Africa,45-54,Basic,77,0.98
Show 1984,Comedy,2008,3.4,13625,Asia,25-34,Standard,105.8,0.81
Show 1985,Action,2018,9.1,306343,Australia,65+,Premium,127.5,0.62
Show 1986,Sci-Fi,2021,1.9,387869,Africa,35-44,Premium,78.3,0.12
Show 1987,Romance,2004,6.9,414142,Europe,45-54,Basic,36.2,0.84
Show 1988,Thriller,2001,9.2,298362,Asia,45-54,Premium,104.3,0.26
Show 1989,Documentary,2014,2.5,704832,Europe,18-24,Standard,31.9,0.15
Show 1990,Comedy,2006,9.7,359060,Asia,35-44,Basic,172.6,0.87
Show 1991,Comedy,2003,5.1,128182,North America,35-44,Standard,149.5,0.61
Show 1992,Romance,2000,9.5,549854,Europe,55-64,Standard,58.8,0.22
Show 1993,Documentary,2012,7.1,978629,Europe,65+,Standard,73.1,0.45
Show 1994,Action,2019,3.7,38205,South America,18-24,Standard,177.4,0.18
Show 1995,Documentary,2021,2.7,114084,Australia,55-64,Standard,86,0.67
Show 1996,Action,2006,3.7,34717,Europe,18-24,Basic,147.6,0.35
Show 1997,Documentary,2014,1.8,710344,Africa,35-44,Standard,97,0.88
Show 1998,Documentary,2022,2.3,898724,Asia,18-24,Basic,159.6,0.42
Show 1999,Drama,2013,1.9,947639,North America,18-24,Premium,135.6,0.55
Show 2000,Comedy,2022,4.8,688524,Africa,18-24,Standard,33.4,0.16
Show 2001,Documentary,2018,8.2,996993,Africa,25-34,Standard,74.2,0.35
Show 2002,Romance,2021,2.3,305706,Africa,25-34,Premium,113.7,0.71
Show 2003,Documentary,2023,2.2,467326,Africa,65+,Basic,168.9,0.76
Show 2004,Thriller,2019,6.8,25169,North America,65+,Standard,45.3,0.32
Show 2005,Comedy,2023,2.8,982362,South America,35-44,Premium,120.2,0.55
Show 2006,Thriller,2017,1.9,813036,Australia,18-24,Premium,75.3,0.84
Show 2007,Comedy,2009,2.5,356814,Europe,35-44,Standard,163.4,0.44
Show 2008,Thriller,2008,9.3,381749,Africa,25-34,Basic,144.8,0.22
Show 2009,Documentary,2007,8.4,355882,Europe,18-24,Basic,85.5,0.49
Show 2010,Documentary,2009,4.2,398900,Europe,55-64,Standard,55.1,0.64
Show 2011,Drama,2016,6.9,657428,Africa,25-34,Premium,31.7,0.11
Show 2012,Romance,2001,5.8,107537,South America,25-34,Standard,123.2,0.41
Show 2013,Thriller,2005,7.1,775625,Europe,25-34,Basic,90.9,0.65
Show 2014,Action,2004,7.1,640589,Asia,18-24,Premium,77.2,0.96
Show 2015,Drama,2008,6.7,275151,Europe,65+,Standard,177.8,0.47
Show 2016,Thriller,2004,3.4,906347,Australia,45-54,Premium,99.9,0.25
Show 2017,Thriller,2017,1.4,236704,Africa,55-64,Basic,142.5,0.58
Show 2018,Drama,2019,5.1,122419,North America,55-64,Basic,56.6,0.36
Show 2019,Documentary,2008,9,308931,Europe,35-44,Basic,32,0.29
Show 2020,Thriller,2016,6.1,841014,South America,18-24,Standard,92.6,0.63
Show 2021,Documentary,2016,8.5,735151,Asia,65+,Premium,129.8,0.92
Show 2022,Drama,2011,9.9,758158,Asia,25-34,Standard,106,0.85
Show 2023,Documentary,2006,2.5,875061,North America,45-54,Standard,163.6,0.26
Show 2024,Comedy,2002,7.2,797214,Australia,18-24,Standard,95.1,0.79
Show 2025,Action,2009,7.1,596058,North America,18-24,Standard,76.7,0.31
Show 2026,Sci-Fi,2001,9.8,586933,Australia,65+,Premium,167.4,0.36
Show 2027,Thriller,2002,9.9,632797,Europe,45-54,Premium,91,0.93
Show 2028,Romance,2015,7.2,235796,Africa,25-34,Standard,70.4,0.92
Show 2029,Action,2001,3.2,954500,South America,18-24,Standard,44.6,0.25
Show 2030,Sci-Fi,2023,8.2,820636,Asia,55-64,Basic,149,0.16
Show 2031,Documentary,2009,2,546440,North America,55-64,Basic,153.8,0.36
Show 2032,Thriller,2005,8,529154,South America,45-54,Premium,35,0.62
Show 2033,Documentary,2021,9.2,453402,Australia,25-34,Basic,83.8,0.89
Show 2034,Comedy,2010,4.4,768260,Africa,45-54,Premium,142.5,0.21
Show 2035,Drama,2022,6.7,357699,Asia,18-24,Premium,172,0.47
Show 2036,Thriller,2006,4.9,221096,Asia,55-64,Premium,86.7,0.34
Show 2037,Sci-Fi,2014,4.9,763019,Australia,35-44,Basic,160.8,0.11
Show 2038,Sci-Fi,2005,3.8,286833,Africa,45-54,Basic,89.1,0.81
Show 2039,Comedy,2019,7.9,711050,Asia,35-44,Premium,56.9,0.83
Show 2040,Comedy,2008,9.4,492258,Africa,35-44,Premium,30.5,0.3
Show 2041,Thriller,2021,9.5,350395,Asia,65+,Standard,79.5,0.24
Show 2042,Documentary,2019,2.6,193392,Europe,55-64,Premium,86.8,0.23
Show 2043,Romance,2011,8.9,986730,Australia,45-54,Premium,171.8,0.52
Show 2044,Sci-Fi,2018,7.6,716451,Africa,35-44,Standard,60.9,0.32
Show 2045,Sci-Fi,2019,3.3,373709,South America,18-24,Premium,87.3,0.56
Show 2046,Comedy,2002,1.6,477517,Europe,65+,Premium,33.8,0.45
Show 2047,Action,2014,3.4,944446,South America,25-34,Premium,144.5,0.29
Show 2048,Comedy,2001,9.2,43712,Australia,65+,Standard,167.3,0.78
Show 2049,Romance,2020,6.7,786675,Asia,25-34,Basic,65.7,0.24
Show 2050,Documentary,2001,7.5,241502,South America,55-64,Premium,94.3,0.82
Show 2051,Documentary,2021,3.3,201349,Europe,45-54,Standard,48.3,0.61
Show 2052,Action,2002,7.5,316776,Africa,45-54,Premium,98.5,0.85
Show 2053,Sci-Fi,2005,1.3,960535,North America,25-34,Standard,50,0.1
Show 2054,Comedy,2014,4.4,549766,South America,18-24,Premium,108.5,0.77
Show 2055,Documentary,2009,6.6,27551,North America,25-34,Standard,140.2,0.15
Show 2056,Romance,2008,2.3,53068,Australia,25-34,Basic,113,0.96
Show 2057,Thriller,2000,8.4,98608,South America,45-54,Basic,66.8,0.73
Show 2058,Drama,2015,3.1,564849,South America,35-44,Basic,83.1,0.39
Show 2059,Drama,2005,6.9,138964,Africa,18-24,Premium,125.8,0.39
Show 2060,Drama,2008,4.6,291539,Asia,45-54,Standard,118.5,0.88
Show 2061,Sci-Fi,2003,6.4,548044,Europe,65+,Premium,50.5,0.91
Show 2062,Comedy,2001,2,252652,Europe,25-34,Premium,156.7,0.9
Show 2063,Action,2003,1.2,957155,Europe,35-44,Standard,101.3,0.83
Show 2064,Documentary,2000,9.2,256227,Australia,18-24,Premium,54.4,0.84
Show 2065,Thriller,2018,3.4,333477,Asia,55-64,Standard,48.4,0.62
Show 2066,Romance,2009,8.4,471961,North America,18-24,Standard,174.8,0.13
Show 2067,Thriller,2020,10,504755,Europe,18-24,Basic,72.2,0.18
Show 2068,Romance,2014,2.9,709666,North America,25-34,Basic,166.3,0.68
Show 2069,Sci-Fi,2021,3.4,681706,Asia,25-34,Basic,91.6,0.46
Show 2070,Comedy,2018,7,904993,Australia,55-64,Standard,87.9,0.61
Show 2071,Drama,2015,9.7,819456,Asia,55-64,Basic,135.1,0.31
Show 2072,Comedy,2020,9.2,755310,Africa,55-64,Standard,31.5,0.68
Show 2073,Sci-Fi,2023,5.5,516984,Europe,45-54,Premium,80.7,0.32
Show 2074,Action,2021,8.2,439034,Australia,45-54,Basic,75.4,0.51
Show 2075,Action,2003,2.2,535235,Africa,25-34,Standard,160.2,0.53
Show 2076,Sci-Fi,2001,9.8,997657,Europe,25-34,Standard,109.4,0.26
Show 2077,Romance,2012,9.7,484456,Asia,55-64,Standard,84.7,0.89
Show 2078,Documentary,2000,2.5,132192,Asia,45-54,Standard,69.9,0.57
Show 2079,Documentary,2016,3.7,786879,South America,35-44,Basic,118.6,0.88
Show 2080,Romance,2012,1.9,885670,South America,45-54,Basic,52.8,0.34
Show 2081,Action,2003,3.4,334572,Asia,25-34,Basic,66.9,0.26
Show 2082,Action,2006,8.3,952258,Asia,45-54,Standard,74,0.12
Show 2083,Action,2016,4.4,330499,North America,25-34,Premium,121.2,0.18
Show 2084,Comedy,2008,1.8,456457,North America,55-64,Standard,86,0.23
Show 2085,Action,2003,4.1,467176,Africa,55-64,Premium,105.9,0.17
Show 2086,Thriller,2018,9.8,921390,South America,55-64,Basic,127.6,0.91
Show 2087,Drama,2000,6.7,787780,South America,35-44,Standard,173.4,0.92
Show 2088,Action,2009,4.7,243826,Asia,35-44,Standard,144.7,0.94
Show 2089,Romance,2003,2.5,673778,Asia,25-34,Basic,90.8,0.96
Show 2090,Drama,2008,9.9,755782,Africa,18-24,Standard,142.2,0.54
Show 2091,Comedy,2012,8.4,760679,Australia,65+,Premium,172.5,0.58
Show 2092,Romance,2013,3.5,486809,Australia,35-44,Premium,104.9,0.22
Show 2093,Drama,2009,1.6,191256,Australia,25-34,Premium,91.6,0.22
Show 2094,Romance,2005,1.5,927337,South America,45-54,Standard,41.7,0.8
Show 2095,Comedy,2015,2.1,997934,North America,55-64,Standard,163.9,0.87
Show 2096,Thriller,2005,6.2,774606,Australia,55-64,Premium,67,0.81
Show 2097,Comedy,2016,9.4,177905,Europe,55-64,Standard,39.6,0.85
Show 2098,Comedy,2009,5.5,398781,Africa,25-34,Premium,110.6,0.35
Show 2099,Romance,2017,8.6,962684,Australia,55-64,Basic,156.9,0.52
Show 2100,Sci-Fi,2021,5,23402,Europe,35-44,Premium,91,0.51
Show 2101,Documentary,2017,7.4,178917,Australia,45-54,Basic,147.5,1
Show 2102,Action,2002,7.6,605139,North America,55-64,Basic,155.5,0.95
Show 2103,Action,2019,2.6,17834,North America,25-34,Basic,98.2,0.64
Show 2104,Thriller,2020,4.3,597138,Australia,45-54,Premium,118.6,0.22
Show 2105,Thriller,2014,6.7,42180,Europe,55-64,Premium,110.1,0.33
Show 2106,Action,2014,1.6,402099,Africa,18-24,Standard,170.9,0.43
Show 2107,Documentary,2003,4.3,638976,Europe,55-64,Standard,138.8,0.89
Show 2108,Action,2008,5.8,211659,Africa,65+,Basic,168.8,0.25
Show 2109,Sci-Fi,2018,10,373664,Australia,35-44,Premium,63,0.3
Show 2110,Documentary,2023,5.3,803127,Africa,45-54,Standard,76.5,0.41
Show 2111,Thriller,2016,8.3,132135,Asia,35-44,Standard,40.6,0.93
Show 2112,Drama,2010,4.9,159195,South America,18-24,Standard,105,0.55
Show 2113,Romance,2008,8.2,587769,South America,18-24,Premium,161.1,0.68
Show 2114,Sci-Fi,2009,6.4,602726,North America,65+,Standard,79,0.45
Show 2115,Sci-Fi,2017,9,640779,Asia,35-44,Basic,49.2,0.27
Show 2116,Thriller,2019,4.7,527741,South America,45-54,Premium,40.3,0.3
Show 2117,Thriller,2012,6.4,415789,Australia,18-24,Standard,97.1,0.82
Show 2118,Comedy,2007,6.7,651132,Africa,18-24,Standard,54.6,0.9
Show 2119,Sci-Fi,2006,4.8,362054,Africa,55-64,Premium,81.9,0.54
Show 2120,Comedy,2016,2.3,61494,Europe,65+,Standard,153,0.42
Show 2121,Comedy,2020,1.8,410504,Europe,25-34,Standard,87.6,0.83
Show 2122,Romance,2022,1.2,838410,Africa,18-24,Basic,121.5,0.71
Show 2123,Comedy,2014,8.9,994924,Australia,45-54,Premium,105.3,0.14
Show 2124,Documentary,2019,3.1,384989,Africa,45-54,Standard,137.8,0.42
Show 2125,Action,2014,2.9,922053,Europe,55-64,Premium,53.4,0.71
Show 2126,Drama,2000,7.6,736455,South America,45-54,Premium,168.1,0.62
Show 2127,Thriller,2013,3.9,59672,North America,55-64,Basic,126.5,0.98
